"","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"15","702 - 702co141",-1.38922471390215,0.189314724777815,30.3726425773639,-2.08524016933427,-0.693209258470039,-7.33817570467688,1.21508256390414e-07
"16","702 - 717co141",-1.36946084367757,0.190343576906971,30.9892192105161,-2.06777344753527,-0.671148239819859,-7.19467851729445,1.32640631135954e-07
"17","702 - 733co141",-1.43223794228217,0.189314724777815,30.3726425773639,-2.12825339771429,-0.736222486850058,-7.56538057968331,9.91866871065132e-08
"18","702 - InCtrl",0.00060027766629478,0.190343576906971,30.9892192105161,-0.697712326191412,0.698912881524002,0.00315365338851524,0.99750396717963
"19","702 - ExCtrl",-0.0771161393228664,0.231862238250539,30.3726425773639,-0.929557498772632,0.775325220126899,-0.33259464716949,0.929703880532751
"20","717 - 733",0.0270169030355632,0.191366897664617,31.6099322128812,-0.673610540547474,0.7276443466186,0.141178559956133,0.964450716478907
"21","717 - 141",-1.4134221106829,0.191366897664617,31.6099322128812,-2.11404955426593,-0.712794667099859,-7.38592791089718,1.04446132087585e-07
"22","717 - 522co141",-1.68738512310754,0.190343576906971,30.9892192105161,-2.38569772696524,-0.989072519249828,-8.86494385850611,7.23382303432289e-09
"23","717 - 702co141",-1.34943144157848,0.190343576906971,30.9892192105161,-2.04774404543619,-0.651118837720773,-7.08945089456844,1.58008446900856e-07
"24","717 - 717co141",-1.32966757135389,0.191366897664617,31.6099322128812,-2.03029501493693,-0.629040127770855,-6.94826319275042,1.9220869395161e-07
"25","717 - 733co141",-1.3924446699585,0.190343576906971,30.9892192105161,-2.09075727381621,-0.694132066100793,-7.31542767339635,1.21508256390414e-07
"26","717 - InCtrl",0.040393549989969,0.191366897664617,31.6099322128812,-0.660233893593068,0.741020993573006,0.21107908673297,0.957652456455405
"27","717 - ExCtrl",-0.0373228669991922,0.232703050643067,30.7832296530594,-0.891637352116012,0.816991618117627,-0.160388387243105,0.964450716478907
"28","733 - 141",-1.44043901371846,0.191366897664617,31.6099322128812,-2.1410664573015,-0.739811570135422,-7.52710647085331,9.91866871065132e-08
"29","733 - 522co141",-1.7144020261431,0.190343576906971,30.9892192105161,-2.41271463000081,-1.01608942228539,-9.00688141938723,6.73793524353723e-09
"30","733 - 702co141",-1.37644834461404,0.190343576906971,30.9892192105161,-2.07476094847175,-0.678135740756337,-7.23138845544956,1.32640631135954e-07
"31","733 - 717co141",-1.35668447438946,0.191366897664617,31.6099322128812,-2.05731191797249,-0.656057030806419,-7.08944175270655,1.50014748689947e-07
"32","733 - 733co141",-1.41946157299406,0.190343576906971,30.9892192105161,-2.11777417685177,-0.721148969136356,-7.45736523427747,1.04446132087585e-07
"33","733 - InCtrl",0.0133766469544058,0.191366897664617,31.6099322128812,-0.687250796628631,0.714004090537443,0.069900526776837,0.964450716478907
"34","733 - ExCtrl",-0.0643397700347554,0.232703050643067,30.7832296530594,-0.918654255151575,0.789974715082064,-0.276488726112333,0.957652456455405
"35","141 - 522co141",-0.273963012424639,0.190343576906971,30.9892192105161,-0.972275616282346,0.424349591433068,-1.43930789195233,0.25896699905037
"36","141 - 702co141",0.0639906691044156,0.190343576906971,30.9892192105161,-0.634321934753292,0.762303272962123,0.336185071985332,0.929703880532751
"37","141 - 717co141",0.0837545393290042,0.191366897664617,31.6099322128812,-0.616872904254033,0.784381982912041,0.43766471814676,0.929703880532751
"38","141 - 733co141",0.0209774407243959,0.190343576906971,30.9892192105161,-0.677335163133311,0.719290044582103,0.110208293157423,0.964450716478907
"39","141 - InCtrl",1.45381566067287,0.191366897664617,31.6099322128812,0.753188217089828,2.1544431042559,7.59700699763015,9.91866871065132e-08
"40","141 - ExCtrl",1.3760992436837,0.232703050643067,30.7832296530594,0.521784758566884,2.23041372880052,5.91354191481762,3.28277703303953e-06
"41","522co141 - 702co141",0.337953681529055,0.189314724777815,30.3726425773638,-0.358061773903061,1.03396913696117,1.78514207981279,0.144769142459914
"42","522co141 - 717co141",0.357717551753644,0.190343576906971,30.9892192105161,-0.340595052104064,1.05603015561135,1.87932557308448,0.123542017471685
"43","522co141 - 733co141",0.294940453149035,0.189314724777815,30.3726425773639,-0.401075002283081,0.990955908581151,1.55793720480636,0.216013787749635
"44","522co141 - InCtrl",1.7277786730975,0.190343576906971,30.9892192105161,1.0294660692398,2.42609127695521,9.07715774376745,6.73793524353723e-09
"45","522co141 - ExCtrl",1.65006225610834,0.231862238250539,30.3726425773639,0.797620896658578,2.50250361555811,7.11656313058344,1.58008446900856e-07
"46","702co141 - 717co141",0.0197638702245886,0.190343576906971,30.9892192105161,-0.678548733633119,0.718076474082296,0.103832609146817,0.964450716478907
"47","702co141 - 733co141",-0.0430132283800198,0.189314724777815,30.3726425773639,-0.739028683812136,0.653002227052096,-0.227204875006428,0.957652456455405
"48","702co141 - InCtrl",1.38982499156845,0.190343576906971,30.9892192105161,0.691512387710742,2.08813759542616,7.30166477982978,1.21508256390414e-07
"49","702co141 - ExCtrl",1.31210857457929,0.231862238250539,30.3726425773639,0.459667215129523,2.16454993402905,5.65900072594609,6.59950660008136e-06
"50","717co141 - 733co141",-0.0627770986046083,0.190343576906971,30.9892192105161,-0.761089702462315,0.635535505253099,-0.329809387974727,0.929703880532751
"51","717co141 - InCtrl",1.37006112134386,0.191366897664617,31.6099322128812,0.669433677760824,2.0706885649269,7.15934227948339,1.32640631135954e-07
"52","717co141 - ExCtrl",1.2923447043547,0.232703050643067,30.7832296530594,0.43803021923788,2.14665918947152,5.55362166840249,8.234176115903e-06
"53","733co141 - InCtrl",1.43283821994847,0.190343576906971,30.9892192105161,0.734525616090762,2.13115082380618,7.52764155865769,9.91866871065132e-08
"54","733co141 - ExCtrl",1.35512180295931,0.231862238250539,30.3726425773639,0.502680443509543,2.20756316240907,5.84451272955895,4.04534401249955e-06
"55","InCtrl - ExCtrl",-0.0777164169891612,0.232703050643067,30.7832296530594,-0.932030902105981,0.776598068127659,-0.333972488862498,0.929703880532751
